no;kategori_id ;nama;nama _item;stock;harga_beli;harga_jual;promo_price;brand;model;url_shopee;status;error_message;description;specification;image;semua_gambar
30;9;Screen Protector Laptop 10 inci;Screen Protector 10 inch /Guard/ Anti Gores LCD Laptop/ Notebook;5;44100;14000;13000;;10 inch;https://shopee.co.id/Screen-Protector-10-inch-Guard-Anti-Gores-LCD-Laptop-Notebook-i.22819919.43356368275;completed;;"Lindungi layar laptop atau notebook kesayangan Anda dengan Screen Protector 10 inch berkualitas tinggi ini. Dirancang khusus untuk perangkat dengan ukuran layar 10 inci, produk ini menjadi solusi tepat untuk menjaga LCD tetap mulus dan bebas goresan. Dengan perlindungan maksimal, Anda bisa bekerja atau bermain dengan lebih tenang tanpa khawatir layar tergores benda tajam atau debu.

Screen protector ini memiliki dimensi presisi 22,3 x 12,8 cm yang pas untuk berbagai merek laptop dan notebook 10 inci. Lapisan anti goresnya mampu menahan gesekan ringan hingga sedang, sehingga layar perangkat Anda tetap jernih dan terlihat seperti baru. Selain itu, produk ini mudah dipasang tanpa meninggalkan residu lengket saat dilepas, memastikan layar Anda tetap bersih dan terlindungi dalam jangka panjang.

Dengan menggunakan screen protector ini, Anda tidak hanya melindungi investasi perangkat elektronik, tetapi juga meningkatkan kenyamanan visual saat menggunakan laptop. Layar yang bebas goresan akan membuat tampilan konten lebih jelas dan tajam, baik untuk bekerja, menonton film, atau presentasi. Manfaatkan perlindungan ekstra ini untuk menjaga performa dan estetika laptop Anda setiap hari.";"Jenis : Screen Protector / Pelindung Layar Anti Gores
Ukuran : 10 inch
Kompatibilitas Layar : LCD Laptop / Notebook 10 inch
Anti Gores : Ya

KOMPATIBILITAS

* Laptop / Notebook dengan layar 10 inch
* Tablet dengan layar 10 inch (jika ukuran sesuai)

ISI PAKET

* 1 x Screen Protector 10 inch / Guard / Anti Gores LCD Laptop / Notebook
* 1 x Kain pembersih (asumsi)
* 1 x Kartu pengelap / squeegee (asumsi)

KEUNGGULAN

* Perlindungan anti gores efektif melindungi LCD dari gesekan dan debu
* Ukuran presisi 22,3 x 12,8 cm cocok untuk layar laptop 10 inci
* Mudah dipasang dan dilepas tanpa meninggalkan residu
* Menjaga kejernihan layar dan tampilan tetap optimal";img_8ab7e1ef_1782358883_0.jpg;img_8ab7e1ef_1782358883_0.jpg, img_67847e72_1782358883_2.jpg, img_b73a15e6_1782358883_3.jpg, img_9e037ba3_1782358883_1.jpg, img_87094ede_1782358883_4.jpg, img_e2a4845e_1782358883_5.jpg, img_395e1109_1782358883_9.png, img_fa64e0a7_1782358883_8.jpg, img_e06ac2e2_1782358884_6.jpg, img_47976b87_1782358884_7.jpg
31;9;Screen Protector Laptop 14 inci 16:9;Screen Protector 14 inch 16:9 17,5 x 31 / Guard / Anti Gores LCD Laptop / Notebook;10;141070;22000;19000;;;https://shopee.co.id/Screen-Protector-14-inch-16-9-17-5-x-31-Guard-Anti-Gores-LCD-Laptop-Notebook-i.22819919.5794978385;completed;;"Lindungi layar laptop kesayangan Anda dengan Screen Protector 14 inch 16:9 ini, solusi tepat untuk menjaga tampilan LCD tetap jernih dan bebas goresan. Produk ini dirancang khusus untuk laptop dengan ukuran layar 14 inci dan rasio aspek 16:9, memberikan perlindungan maksimal tanpa mengurangi sensitivitas sentuhan atau kualitas visual. Dengan ukuran presisi 17,5 x 31 cm, pelindung ini siap menjadi perisai andalan perangkat Anda sehari-hari.

Screen protector ini terbuat dari material anti gores berkualitas tinggi yang mampu menahan benturan ringan dan gesekan dari benda tajam seperti kunci atau pulpen. Lapisan pelindungnya juga dirancang untuk meminimalkan sidik jari dan noda minyak, sehingga layar tetap bersih dan mudah dibersihkan. Dengan daya rekat yang kuat tanpa meninggalkan residu lengket saat dilepas, produk ini memberikan ketenangan pikiran bagi pengguna yang sering bepergian atau bekerja di lingkungan padat aktivitas.

Manfaat utama dari screen protector ini adalah menjaga nilai estetika dan fungsionalitas laptop Anda. Dengan perlindungan yang optimal, Anda tidak perlu khawatir layar tergores saat membawa laptop di dalam tas atau saat digunakan di meja kerja. Produk ini juga sangat membantu bagi pelajar, profesional, atau pekerja kreatif yang mengandalkan laptop untuk presentasi, desain, atau hiburan, karena memastikan layar tetap bening dan responsif. Investasi kecil ini akan memperpanjang umur layar laptop Anda dan menghemat biaya perbaikan di masa depan.";"Merek : Umum / Tanpa Merek
Model : 14 inch 16:9
Jenis : Screen Protector / Anti Gores LCD
Ukuran : 17,5 x 31 cm
Rasio Aspek : 16:9
Kompatibilitas Layar : 14 inch
Bahan : Film anti gores

KOMPATIBILITAS

Laptop / Notebook layar 14 inch dengan rasio 16 : 9

ISI PAKET

1 x Screen Protector 14 inch 16 : 9 17,5 x 31 / Guard / Anti Gores LCD Laptop / Notebook

KEUNGGULAN

Ukuran presisi 17,5 x 31 cm untuk layar 14 inci 16 : 9, pas tanpa perlu dipotong.
* Material anti gores berkualitas tinggi, tahan terhadap gesekan dan benturan ringan.
* Lapisan anti sidik jari dan anti minyak, menjaga layar tetap bersih dan jernih.
* Daya rekat kuat tanpa residu, mudah dipasang dan dilepas tanpa merusak layar.";img_8ab7e1ef_1782358915_0.jpg;img_8ab7e1ef_1782358915_0.jpg, img_46931d17_1782358915_3.jpg, img_e2a4845e_1782358915_4.jpg, img_92847cc3_1782358915_1.jpg, img_b840efe2_1782358916_2.jpg, img_e8710981_1782358916_8.jpg, img_4eb44e02_1782358916_7.jpg, img_f1a80934_1782358916_6.jpg, img_db0913ce_1782358916_5.jpg, img_5a05cf63_1782358916_9.jpg
32;4;Adapter OTG USB-C Vibox;OTG Type C Vibox OTG USB C OTG TYPE-C OTG TYPE MURAH;2;25224;20000;18000;Fleco;OTG TYPE C;https://shopee.co.id/OTG-Type-C-Vibox-OTG-USB-C-OTG-TYPE-C-OTG-TYPE-MURAH-i.22819919.25266381782;completed;;"Hilangkan kerumitan saat mentransfer data dari smartphone Android Anda ke perangkat lain dengan OTG Type C Vibox dari Fleco. Adaptor kecil ini adalah solusi praktis dan terjangkau untuk menghubungkan flashdisk, mouse, keyboard, atau aksesoris USB lainnya langsung ke ponsel Type-C Anda. Dengan desain yang ringkas, produk ini wajib dimiliki untuk mendukung produktivitas Anda di mana saja.

Dibuat khusus untuk perangkat Android dengan port USB Type-C, OTG ini menjamin koneksi yang stabil dan cepat. Kualitas pembuatannya mantap, memastikan setiap transfer data berjalan lancar tanpa hambatan. Dengan harga yang sangat murah, Anda mendapatkan fungsionalitas maksimal tanpa perlu merogoh kocek dalam-dalam.

Manfaatkan OTG ini untuk memperluas penyimpanan ponsel Anda dengan mudah—cukup colokkan flashdisk untuk memindahkan foto, video, atau dokumen besar. Anda juga bisa menghubungkan periferal seperti mouse untuk navigasi yang lebih presisi atau keyboard untuk mengetik dokumen panjang. Ini adalah alat serbaguna yang meningkatkan efisiensi kerja dan hiburan Anda sehari-hari.";"Merek : Fleco
Model : OTG Type C Vibox
Jenis : OTG (On-The-Go) Adapter
Konektor : USB Type-C (Male) ke USB Type-A (Female)

KOMPATIBILITAS (jika relevan)

Smartphone/Tablet dengan port USB Type-C (Android, iPad Pro, dll.)
Laptop/Chromebook dengan port USB Type-C
Sistem Operasi : Android, Windows, macOS, Linux

ISI PAKET

* 1 x OTG Type C Vibox

KEUNGGULAN

* Mendukung semua smartphone Android dengan port USB Type-C
* Koneksi stabil untuk transfer data cepat dan lancar
* Desain mini dan ringan, mudah dibawa ke mana saja
* Harga super murah dengan kualitas terjamin";img_8ab7e1ef_1782358946_0.jpg;img_8ab7e1ef_1782358946_0.jpg, img_e2a4845e_1782358947_3.jpg, img_0058c0a8_1782358947_4.jpg, img_5f6f67fc_1782358947_2.jpg, img_a9b2256f_1782358947_1.jpg, img_cc3639c1_1782358947_5.jpg, img_0b069da6_1782358947_7.jpg, img_a472945c_1782358947_9.jpg, img_47a573cf_1782358947_8.jpg, img_a8f4b2a8_1782358947_6.png
33;7;USB Sound Card M-Tech 5.1;USB Sound MTECH 5.1 Sound Card;2;25224;20000;18000;M-Tech;USB Sound 5.1;https://shopee.co.id/USB-Sound-MTECH-5.1-Sound-Card-i.22819919.268015574;completed;;"Tingkatkan pengalaman audio komputer Anda dengan USB Sound MTECH 5.1 Sound Card, solusi praktis untuk mendapatkan kualitas suara yang lebih jernih dan imersif. Dengan desain eksternal yang ringkas, kartu suara ini siap menjadi andalan Anda untuk menikmati hiburan multimedia tanpa perlu repot membongkar perangkat.

Produk ini mengusung konektor USB 2.0 yang mendukung fitur Plug and Play, sehingga Anda dapat langsung menggunakannya tanpa perlu instalasi driver rumit. Dilengkapi dengan output 3.5mm untuk speaker dan mikrofon, USB Sound Card ini mampu menghasilkan suara surround 3D yang menghidupkan setiap detail audio, baik saat bermain game, menonton film, atau mendengarkan musik.

Cocok untuk pengguna laptop atau PC yang mengalami masalah suara bawaan, alat ini secara instan menciptakan saluran audio baru yang lebih stabil dan berkualitas. Anda tidak perlu lagi khawatir dengan suara pecah atau dengung, karena perangkat ini dirancang untuk memberikan output yang bersih dan powerful, menjadikan setiap sesi hiburan terasa lebih maksimal.";"Merek : M-Tech
Model : USB Sound 5.1
Jenis : USB Sound Card
Koneksi : USB 2.0
Audio Channel : 5.1 Surround Sound
Output Audio : 3.5mm Jack (Stereo)
Input Audio : 3.5mm Jack (Microphone)
Dukungan Sistem : Plug and Play

KOMPATIBILITAS

* Windows (7/8/10/11)
* Mac OS
* Linux

ISI PAKET

* 1 x USB Sound MTECH 5.1 Sound Card
* 1 x Panduan Pengguna

KEUNGGULAN

* Desain Plug and Play, langsung terdeteksi tanpa instalasi driver rumit.
* Menghasilkan kualitas suara surround 3D yang jernih untuk game, film, dan musik.
* Dilengkapi port speaker dan mikrofon 3.5mm yang terpisah untuk fleksibilitas penggunaan.
* Ringkas dan portabel, mudah dibawa kemanapun tanpa memakan banyak tempat.";img_8ab7e1ef_1782358979_0.jpg;img_8ab7e1ef_1782358979_0.jpg, img_d0a7daa3_1782358979_2.jpg, img_c954c7a7_1782358979_1.jpg, img_2f782e6d_1782358979_4.jpg, img_8ac00325_1782358979_3.jpg, img_e2a4845e_1782358980_5.jpg, img_6acecd15_1782358980_6.jpg, img_9b42b066_1782358980_7.jpg, img_54c45a89_1782358980_8.jpg, img_8ccd5fbb_1782358980_9.jpg
34;5;Bluetooth USB Adapter 5.1 untuk PC/Laptop;Bluetooth USB Adapter Dongle V5.1 Koneksi Nirkabel Cepat & Stabil untuk PC dan Laptop windows;2;29998;22000;20000;QUINTON;Bluetooth Adapter Dongle V5.1;https://shopee.co.id/Bluetooth-USB-Adapter-Dongle-V5.1-Koneksi-Nirkabel-Cepat-Stabil-untuk-PC-dan-Laptop-windows-i.14109614.28371852990;completed;;"Tingkatkan konektivitas perangkat Anda dengan Bluetooth USB Adapter Dongle V5.1 dari QUINTON, solusi nirkabel cepat dan stabil untuk PC dan laptop Windows. Dengan teknologi Bluetooth versi terbaru, dongle mungil ini menghadirkan koneksi yang lebih efisien dan hemat daya, memungkinkan Anda menghubungkan berbagai perangkat tanpa ribet. Cocok untuk kebutuhan kerja maupun hiburan, adapter ini adalah pilihan tepat untuk memperbarui perangkat lama Anda dengan kemampuan nirkabel modern.

Bluetooth Adapter Dongle V5.1 dirancang dengan chipset canggih yang mendukung kecepatan transfer data hingga 3 Mbps dan jangkauan sinyal stabil hingga 10 meter. Keunggulan utamanya terletak pada kompatibilitas luas dengan sistem operasi Windows, termasuk versi terbaru, serta dukungan untuk berbagai profil Bluetooth seperti audio streaming, transfer file, dan koneksi keyboard atau mouse. Desainnya yang ringkas dan plug-and-play memudahkan Anda menginstalnya langsung ke port USB tanpa perlu konfigurasi rumit, sehingga langsung siap digunakan.

Dengan adapter ini, pengguna dapat menikmati kemudahan menghubungkan headset, speaker, atau perangkat IoT ke PC atau laptop tanpa kabel yang kusut. Manfaat utamanya adalah meningkatkan produktivitas saat bekerja dengan koneksi nirkabel yang andal, atau memperkaya pengalaman hiburan seperti streaming musik dan bermain game tanpa jeda. Selain itu, fitur hemat daya dari V5.1 memastikan konsumsi energi minimal, ideal untuk penggunaan jangka panjang pada laptop.";"Merek : QUINTON
Model : BT510
Jenis : Bluetooth USB Adapter Dongle
Versi Bluetooth : V5.1
Interface : USB 2.0/3.0
Jarak Jangkauan : Hingga 10 meter (tanpa halangan)
Kecepatan Transfer : Hingga 3 Mbps
Sistem Operasi : Windows 7/8/10/11

KOMPATIBILITAS

* PC Desktop dengan port USB
* Laptop Windows
* Windows 7
* Windows 8
* Windows 10
* Windows 11

ISI PAKET

* 1 x Bluetooth USB Adapter Dongle V5.1 Koneksi Nirkabel Cepat & Stabil untuk PC dan Laptop windows
* 1 x Panduan Pengguna (jika ada)

KEUNGGULAN

* Koneksi Bluetooth V5.1 cepat dan stabil dengan kecepatan transfer optimal
* Kompatibel dengan berbagai perangkat Windows, termasuk PC dan laptop lawas
* Desain plug-and-play tanpa driver rumit untuk kemudahan instalasi
* Hemat daya dengan teknologi terbaru untuk efisiensi baterai";img_8ab7e1ef_1782359022_0.jpg;img_8ab7e1ef_1782359022_0.jpg, img_fbe44624_1782359022_2.jpg, img_9cfc3ca3_1782359022_1.jpg, img_4494e456_1782359022_3.jpg, img_70709320_1782359022_4.jpg, img_927240cf_1782359023_5.jpg, img_7713884d_1782359023_6.jpg, img_2b4a23a1_1782359023_7.jpg, img_3a4becd1_1782359023_8.jpg, img_b0598acf_1782359027_9.jpg
35;7;USB Sound Card 7.1 ke Jack 3.5 mm;External USB Sound Card 7.1 USB to Jack 3.5 mm Headphone Audio Adapter Mic For Mac C omputer Android;2;25998;20000;18000;QUINTON;;https://shopee.co.id/External-USB-Sound-Card-7.1-USB-to-Jack-3.5mm-Headphone-Audio-Adapter-Mic-For-Mac-Computer-Android-i.14109614.29813329681;completed;;"Tingkatkan pengalaman audio Anda dengan QUINTON External USB Sound Card 7.1, solusi praktis untuk mendapatkan kualitas suara jernih dan imersif pada perangkat laptop, PC, atau Android Anda. Dengan desain ringkas, alat ini mengubah port USB biasa menjadi output audio 3.5mm yang powerful, lengkap dengan dukungan mikrofon untuk kebutuhan komunikasi atau rekaman.

Kartu suara eksternal ini menghadirkan sistem audio 7.1 channel yang membuat suara game, film, dan musik terasa lebih hidup dengan efek surround yang realistis. Cukup colokkan ke port USB, perangkat akan langsung dikenali tanpa perlu instalasi driver rumit, kompatibel dengan sistem operasi Mac, Windows, dan Linux. Konektor USB 2.0 memastikan transfer data stabil tanpa latensi, menjadikannya pilihan ideal untuk gaming, meeting online, atau editing audio sederhana.

Dengan dimensi super mini 57x25x12mm, Anda bisa membawanya ke mana saja dan menggunakannya kapan saja. Cocok untuk memperbaiki laptop yang port audio-nya rusak, menambah port headphone pada PC desktop, atau meningkatkan kualitas suara tablet Android Anda. Nikmati kontrol volume langsung dan suara bebas noise untuk pengalaman mendengar yang lebih maksimal.";"Merek : QUINTON
Model : USB-SC7.1
Jenis : USB Sound Card Eksternal
Koneksi : USB 2.0
Output Audio : Jack 3.5mm (Headphone)
Input Audio : Jack 3.5mm (Mic)
Saluran Audio : 7.1 Surround Sound
Kompatibilitas : Plug and Play

KOMPATIBILITAS

* Windows
* Mac OS
* Android (dengan OTG)
* Linux

ISI PAKET

* 1 x External USB Sound Card 7.1 USB to Jack 3.5mm Headphone Audio Adapter Mic For Mac Computer Android
* 1 x Panduan Pengguna

KEUNGGULAN

* Suara Surround 7.1 Channel untuk efek audio imersif pada game dan film
* Plug and Play, kompatibel dengan Mac, Windows, Linux, dan Android tanpa driver
* Dilengkapi port microphone 3.5mm untuk komunikasi dan rekaman suara
* Desain ultra-portabel dan tahan lama, ideal untuk mobilitas tinggi";img_8ab7e1ef_1782359062_0.jpg;img_8ab7e1ef_1782359062_0.jpg, img_1ef4d62c_1782359062_2.jpg, img_1ca00dc9_1782359062_1.jpg, img_8db696e5_1782359062_3.jpg, img_2f6e648a_1782359062_4.jpg, img_10871150_1782359063_5.jpg, img_7713884d_1782359063_6.jpg, img_e8135c8c_1782359063_7.jpg, img_06606cee_1782359063_8.jpg, img_60e3ee51_1782359063_9.jpg
36;10;Mouse Wireless Quinton Q-1 RGB Dual Mode;Mouse Wireless Rechargeable Led Quinton X Q-1 RGB 2.4G+ Bluetooth 800/1200/1600DPI 2Mode led For PC,Laptop.;1;;43000;39000;Quinton;Q-1;;completed;;"Mouse Wireless Quinton Q-1 RGB Dual Mode adalah perangkat input nirkabel yang dirancang untuk menunjang aktivitas komputasi sehari-hari dengan lebih praktis. Produk dari brand Quinton ini mengusung konektivitas dual mode serta fitur pencahayaan RGB untuk memberikan pengalaman penggunaan yang lebih fleksibel dan estetis. Dengan harga yang terjangkau, mouse ini menjadi pilihan tepat bagi Anda yang membutuhkan perangkat fungsional tanpa menguras kantong.

Mouse nirkabel merupakan solusi modern untuk mengurangi kekusutan kabel di meja kerja Anda. Produk ini umumnya digunakan untuk berbagai aktivitas seperti browsing internet, mengerjakan dokumen, presentasi, atau sekadar navigasi harian di laptop dan komputer. Kehadiran fitur dual mode memungkinkan Anda untuk menghubungkan mouse melalui dua cara berbeda, sehingga lebih mudah beradaptasi dengan berbagai perangkat yang Anda miliki.

Dengan menggunakan mouse wireless, Anda mendapatkan kebebasan bergerak yang lebih luas tanpa terbatas panjang kabel. Kemudahan koneksi dan portabilitasnya membuat perangkat ini cocok dibawa bepergian atau digunakan di ruang kerja yang rapi. Selain itu, desain RGB memberikan sentuhan visual yang menarik tanpa mengganggu fungsi utama mouse sebagai alat navigasi yang presisi.";"Produk : Mouse Wireless Quinton Q-1 RGB Dual Mode
Merek : Quinton
Kondisi : Baru
Kategori : Mouse Wireless

ISI PAKET

* 1 x Mouse Wireless Quinton Q-1 RGB Dual Mode

KEUNGGULAN

* Koneksi dual mode yang memberikan fleksibilitas lebih dalam menghubungkan ke berbagai perangkat
* Desain nirkabel yang praktis dan portabel, ideal untuk penggunaan di rumah maupun kantor
* Dilengkapi pencahayaan RGB untuk tampilan yang lebih menarik dan modern";;
37;5;Hub Quinton USB-C ke LAN RJ45 + 3 USB 2.0;Quinton Adapter converterType C to Lan RJ45 Hub usb 4 Port 3 x 2.0 100Mbps ETHERNET fo r macbook;2;85998;58000;51000;Quinton;HUB cable Mac converter;https://shopee.co.id/Quinton-Adapter-converterType-C-to-Lan-RJ45-Hub-usb-4-Port-3-x-2.0-100Mbps-ETHERNET-for-macbook-i.14109614.16498468315;completed;;"Tingkatkan produktivitas Anda dengan Quinton Adapter Converter Type C to LAN RJ45, solusi all-in-one untuk konektivitas laptop modern. Dirancang khusus untuk pengguna MacBook dan perangkat Type-C lainnya, hub ini mengubah satu port menjadi pusat koneksi yang lengkap dan efisien.

Produk ini menggabungkan empat fungsi penting dalam satu perangkat ringkas. Dengan port LAN RJ45 100Mbps, Anda dapat menikmati koneksi internet kabel yang stabil dan cepat tanpa khawatir sinyal Wi-Fi hilang. Dilengkapi juga dengan 3 port USB 2.0 yang memungkinkan Anda menghubungkan mouse, keyboard, flash drive, atau perangkat lainnya secara bersamaan. Desainnya yang portabel dengan dimensi 10x3x2cm sangat praktis untuk dibawa bepergian.

Manfaat utama dari adapter ini adalah kemampuannya untuk mengatasi keterbatasan port pada laptop tipis modern. Anda tidak perlu lagi repot mencabut dan memasang perangkat satu per satu. Cukup colokkan adapter ini ke port Type-C laptop Anda, dan Anda langsung memiliki akses ke jaringan kabel yang andal serta tiga port USB tambahan. Ini sangat ideal untuk presentasi, bekerja di kantor, atau saat membutuhkan transfer data yang stabil.";"Merek : Quinton
Model : Type C to LAN RJ45 Hub USB 4 Port
Jenis : USB-C Hub / Adapter Converter
Port USB 3.0 : 1 x USB 3.0
Port USB 2.0 : 3 x USB 2.0
Port LAN : 1 x RJ45 Ethernet
Kecepatan LAN : 100Mbps
Tipe Konektor : USB Type-C
Kompatibilitas : MacBook, Laptop/PC dengan USB-C

KOMPATIBILITAS (jika relevan)
MacBook Pro/Air (2016 dan setelahnya)
Laptop/PC Windows dengan port USB-C
Chromebook Pixel
Perangkat lain dengan USB-C (OTG support)

ISI PAKET
* 1 x Quinton Adapter converter Type C to Lan RJ45 Hub usb 4 Port 3 x 2.0 100Mbps ETHERNET for macbook
* 1 x Panduan Pengguna (jika ada)

KEUNGGULAN

* Mendukung koneksi Ethernet 100Mbps untuk internet kabel yang stabil dan cepat.
* Dilengkapi 3 port USB 2.0 untuk menghubungkan berbagai perangkat sekaligus.
* Desain plug-and-play, tidak perlu instalasi driver rumit, langsung terdeteksi.
* Ringkas dan portabel, mudah dimasukkan ke dalam tas laptop atau saku.";img_0f981171_1782359105_4.jpg;img_0f981171_1782359105_4.jpg, img_8ab7e1ef_1782359105_0.jpg, img_934a7941_1782359105_1.jpg, img_8e9c8f85_1782359105_3.jpg, img_cd2e12d3_1782359105_2.jpg, img_7713884d_1782359105_6.jpg, img_99c00b63_1782359106_5.jpg, img_46f9a92f_1782359106_7.jpg, img_4e8ac60e_1782359106_8.jpg, img_61098f57_1782359106_9.jpg
38;8;Cooling Pad Quinton Samoon 16 cm untuk Laptop 14-15 inci;Quinton kipas laptop samoon cooling pad big fan 16cm led biru notebook dan laptop 14-15 inch;2;;47000;43000;Quinton Samoon;;;completed;;"Cooling Pad Quinton Samoon 16 cm merupakan aksesori pendingin yang dirancang khusus untuk mendukung kinerja laptop berukuran 14 hingga 15 inci. Produk dari brand Quinton Samoon ini hadir sebagai solusi praktis untuk menjaga suhu perangkat tetap stabil saat digunakan dalam waktu lama. Dengan desain yang ringkas dan fungsional, cooling pad ini menjadi pilihan tepat bagi pengguna yang membutuhkan pendinginan tambahan.

Cooling pad adalah perangkat yang diletakkan di bawah laptop untuk membantu sirkulasi udara dan mengurangi panas berlebih yang dihasilkan oleh komponen internal. Penggunaan cooling pad sangat berguna saat laptop digunakan untuk aktivitas berat seperti bekerja dengan aplikasi multitasking, menonton video, atau bermain game ringan. Dengan membantu menjaga suhu tetap optimal, produk ini dapat mendukung performa laptop agar tetap responsif dan nyaman digunakan.

Manfaat utama menggunakan cooling pad ini adalah mengurangi risiko overheating yang dapat mengganggu kinerja laptop. Selain itu, desainnya yang ergonomis membantu meningkatkan kenyamanan saat mengetik dengan memberikan sedikit kemiringan pada perangkat. Produk ini juga membantu memperpanjang usia komponen internal laptop dengan menjaga suhu kerja yang lebih stabil.";"Produk : Cooling Pad Quinton Samoon 16 cm untuk Laptop 14-15 inci
Merek : Quinton Samoon
Kondisi : Baru
Kategori : Aksesoris Laptop

ISI PAKET

* 1 x Cooling Pad Quinton Samoon 16 cm untuk Laptop 14-15 inci

KEUNGGULAN

* Membantu sirkulasi udara di bawah laptop untuk mengurangi panas berlebih
* Desain ringkas dan ringan, mudah dibawa bepergian
* Cocok untuk laptop ukuran 14 hingga 15 inci pada umumnya";;
39;1;Mouse Wireless Transparan Quinton X2 Dual Mode;Quinton Mouse wireless transparan X2 rechar geable 2.4G Bluetooth untuk smartphone co mputer laptop;2;83998;57000;50000;;;https://shopee.co.id/Quinton-Mouse-wireless-transparan-X2-rechargeable-2.4G-Bluetooth-untuk-smartphone-computer-laptop-i.14109614.27283728265;failed;Failed to scrape product data;"Mouse Wireless Transparan Quinton X2 Dual Mode adalah mouse nirkabel dengan desain transparan modern yang cocok digunakan untuk bekerja, belajar, maupun aktivitas harian. Desainnya ringan dan praktis sehingga nyaman digunakan di rumah, kantor, maupun saat bepergian.

Mouse ini mendukung koneksi dual mode, yaitu 2.4GHz wireless melalui USB receiver dan Bluetooth pada perangkat yang kompatibel. Dengan pilihan koneksi tersebut, pengguna dapat lebih mudah menghubungkan mouse ke laptop, komputer, tablet, maupun smartphone yang mendukung.

Dilengkapi baterai rechargeable, mouse ini dapat digunakan kembali dengan cara diisi daya sehingga lebih praktis dibandingkan mouse yang memakai baterai sekali pakai. Cocok untuk pengguna yang membutuhkan mouse wireless ekonomis dengan tampilan modern.";"Merek : Quinton
Model : X2
Jenis : Mouse Wireless Dual Mode
Koneksi : 2.4GHz Wireless dan Bluetooth
Daya : Rechargeable
Desain : Transparan
Fungsi : Mouse untuk komputer, laptop, tablet, dan smartphone
Instalasi : Plug and Play

KOMPATIBILITAS

* PC / Komputer
* Laptop
* Tablet
* Smartphone dengan dukungan Bluetooth atau OTG
* Perangkat yang mendukung mouse Bluetooth

KEUNGGULAN

* Desain transparan modern
* Mendukung dua mode koneksi
* Tidak perlu kabel saat digunakan
* Baterai rechargeable
* Cocok untuk penggunaan harian

ISI PAKET

* 1 x Mouse Wireless Transparan Quinton X2
* 1 x USB Wireless Receiver";;
40;5;Hub USB-C Quinton 8-in-1 Aluminium;Quinton USB Type C Hub aluminium 8 in 1 US B3.0 2.0, SD TF CARD, Audio For MacBook La ptop computer;1;49999;65000;58000;Quinton;USB Type C Hub 8 in 1;https://shopee.co.id/Quinton-USB-Type-C-Hub-aluminium-8-in-1-USB3.0-2.0-SD-TF-CARD-Audio-For-MacBook-Laptop-computer-i.14109614.29111970494;completed;;"Tingkatkan produktivitas Anda dengan Quinton USB Type C Hub Aluminium 8 in 1, solusi praktis untuk mengatasi keterbatasan port pada laptop modern. Dirancang khusus untuk perangkat MacBook dan laptop USB-C lainnya, hub ini menggabungkan delapan fungsi penting dalam satu bodi aluminium yang ringkas dan elegan. Baik untuk keperluan kerja, presentasi, atau hiburan, perangkat ini adalah aksesori wajib yang membuat aktivitas Anda lebih lancar tanpa perlu repot membawa banyak adaptor.

Dengan delapan port lengkap, hub ini menghadirkan konektivitas super cepat dan serbaguna. Anda bisa mentransfer data berukuran besar dalam hitungan detik melalui port USB 3.0, membaca kartu memori SD dan TF secara bersamaan, serta tetap menikmati audio favorit Anda. Material aluminium premium tidak hanya memberikan kesan profesional, tetapi juga membantu pembuangan panas yang lebih baik, menjaga perangkat tetap dingin meskipun digunakan dalam waktu lama.

Penggunaan hub ini sangat intuitif dan cocok untuk para profesional kreatif, pekerja kantoran, hingga mahasiswa. Cukup colokkan ke port USB-C laptop Anda, dan semua port siap digunakan. Manfaatkan untuk menghubungkan flashdisk, mouse, keyboard, kamera, atau headset favorit Anda secara bersamaan. Dengan desain yang ringan dan panjang kabel 20cm yang pas, hub ini mudah dibawa bepergian dan menjadi solusi ideal untuk setup meja kerja yang minimalis.";"Merek : Quinton
Model : 8 in 1 Hub Aluminium
Jenis : USB Type C Hub
Port USB 3.0 : 1x
Port USB 2.0 : 2x
Pembaca Kartu SD : Ya
Pembaca Kartu TF : Ya
Port Audio : Ya (3.5mm Jack)
Bahan : Aluminium
Koneksi : USB Type C
Jumlah Port Total : 8

KOMPATIBILITAS (jika relevan)

MacBook Pro/Air (USB-C)
Laptop dengan port USB-C
Perangkat lain yang mendukung USB-C

ISI PAKET

* 1 x Quinton USB Type C Hub aluminium 8 in 1 USB3.0 2.0, SD TF CARD, Audio For MacBook Laptop computer

KEUNGGULAN

Desain Aluminium Premium : Bodi aluminium yang kokoh dan elegan, tahan lama serta membantu pendinginan perangkat.
8 Port Multifungsi : Dilengkapi port USB 3.0, USB 2.0, pembaca kartu SD & TF, dan jack audio 3.5mm.
Transfer Data Cepat : USB 3.0 mendukung kecepatan transfer hingga 5Gbps, ideal untuk file besar.
Kompatibilitas Luas : Bekerja sempurna dengan MacBook, laptop, dan perangkat lain yang memiliki port USB-C.";img_8ab7e1ef_1782359261_0.jpg;img_8ab7e1ef_1782359261_0.jpg, img_0adf1831_1782359261_1.jpg, img_f56dfb45_1782359261_2.jpg, img_208f1e35_1782359261_4.jpg, img_5fb8f757_1782359261_3.jpg, img_0cbdde05_1782359262_5.jpg, img_7713884d_1782359262_6.jpg, img_8b54ad50_1782359262_8.jpg, img_3dbe98b2_1782359262_7.jpg, img_745da31d_1782359262_9.jpg
